fighter1,fighter2,event,fight_outcome,origin_fight_url,fighter1_Weight,fighter1_Reach,fighter1_Stance,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_Stance,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age
Davi Ramos,John Gunther,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/933cf2674503c63d,155.0,70,Orthodox,2.64,37,3.44,56,1.95,40,83,0.6,155.0,72,Orthodox,1.65,37,3.72,46,7.08,42,0,0.0,10,4,0,5,1,0,66.0,69.0,38.0,39.0
Junior Dos Santos,Tai Tuivasa,UFC Fight Night: Dos Santos vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/b6bd31215bd7ec1f,238.0,77,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,264.0,75,Southpaw,3.77,46,5.18,44,0.0,0,57,0.0,21,9,0,15,8,0,76.0,74.0,41.0,32.0
Devonte Smith,Julian Erosa,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/79fb77a0b0294aec,155.0,76,Orthodox,4.55,53,3.91,49,0.35,25,85,0.3,145.0,74,Southpaw,6.18,48,6.31,48,1.69,48,58,0.8,11,4,0,30,12,0,69.0,73.0,31.0,35.0
Maycee Barber,Hannah Cifers,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/17f69a241aa952fd,125.0,65,Switch,4.7,53,2.9,54,1.44,43,53,0.1,115.0,62,Orthodox,4.99,44,5.39,52,0.26,100,64,0.3,14,2,0,10,7,0,65.0,61.0,26.0,32.0
Michael Trizano,Luis Pena,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/2c84f2cb1bb23ab8,145.0,71,Orthodox,3.63,53,4.4,50,0.36,66,72,0.5,155.0,75,Southpaw,3.66,46,3.12,51,1.17,33,48,1.2,11,3,0,9,3,0,71.0,75.0,33.0,31.0
Ashley Yoder,Amanda Cooper,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/bd5efa4b53dc1642,115.0,69,Southpaw,3.42,39,4.13,47,1.09,27,66,0.6,115.0,64,Switch,3.55,44,3.2,51,1.53,38,28,1.8,8,9,0,3,5,0,67.0,63.0,37.0,33.0
Raquel Pennington,Germaine de Randamie,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter2,http://ufcstats.com/fight-details/0a667143584a2d96,135.0,67,Orthodox,4.1,49,3.32,61,0.83,27,62,0.6,135.0,71,Orthodox,2.57,46,2.0,65,0.0,0,65,0.4,16,10,0,10,5,0,67.0,69.0,36.0,40.0
Beneil Dariush,Thiago Moises,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/14cf0828d6e373ab,155.0,72,Southpaw,3.78,48,2.65,57,1.9,34,80,0.9,155.0,70,Orthodox,2.5,41,4.12,53,1.34,35,53,1.2,22,6,1,19,8,0,70.0,69.0,35.0,30.0
Donald Cerrone,Mike Perry,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter1,http://ufcstats.com/fight-details/46cfd4aaa02ce202,155.0,73,Orthodox,4.41,46,4.48,53,1.16,33,73,1.2,170.0,71,Orthodox,4.32,47,5.16,52,0.81,40,78,0.2,36,17,0,14,8,0,73.0,70.0,41.0,33.0
Chan Sung Jung,Yair Rodriguez,UFC Fight Night: Korean Zombie vs. Rodriguez,fighter2,http://ufcstats.com/fight-details/0ccd16201ac41ef8,145.0,72,Orthodox,3.93,41,4.52,52,0.7,44,72,0.6,145.0,71,Orthodox,4.65,46,3.99,52,0.69,27,58,0.7,17,8,0,16,5,0,67.0,71.0,38.0,32.0
Tim Means,Ricky Rainey,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/c7df07266a9597d9,170.0,75,Orthodox,5.04,49,3.65,60,1.14,40,64,0.2,170.0,77,Switch,2.55,48,2.62,46,0.95,18,55,0.0,33,17,1,12,6,0,74.0,73.0,41.0,41.0
Roosevelt Roberts,Darrell Horcher,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/d2ef04d5f384c05a,155.0,73,Orthodox,2.84,43,3.1,52,1.18,26,50,0.7,155.0,70,Southpaw,2.05,44,4.21,39,0.35,50,47,0.7,12,6,0,13,4,0,74.0,70.0,31.0,37.0
Raoni Barcelos,Chris Gutierrez,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/e3f31cdd33b4ca92,135.0,67,Orthodox,5.11,53,4.64,60,2.46,37,82,0.7,135.0,67,Orthodox,4.72,59,2.64,64,0.26,30,71,0.1,19,5,0,21,6,2,67.0,69.0,37.0,33.0
Joseph Benavidez,Alex Perez,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/1785c7fb722d3007,125.0,65,Southpaw,3.52,34,2.67,61,1.41,30,62,0.6,125.0,65,Orthodox,4.19,46,3.2,58,2.04,46,77,0.8,28,8,0,25,9,0,64.0,66.0,40.0,33.0
Julija Stoliarenko,Leah Letson,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/6abf4f61a1e11d34,125.0,66,Orthodox,2.49,39,4.54,46,0.93,27,54,1.7,145.0,71,Southpaw,3.06,41,3.84,52,0.51,50,76,0.0,11,9,2,5,3,0,67.0,67.0,31.0,32.0
Darren Stewart,Edmen Shahbazyan,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/5b2835ac76f05993,205.0,74,Orthodox,3.05,45,3.29,48,1.75,45,67,0.1,185.0,74,Orthodox,3.78,50,3.85,47,1.97,38,65,0.5,12,8,0,14,5,0,72.0,74.0,34.0,27.0
Ji Yeon Kim,Antonina Shevchenko,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/c2fd3d874f558408,125.0,72,Orthodox,5.37,36,5.41,56,0.0,0,50,0.1,125.0,67,Southpaw,3.86,55,2.93,52,0.43,42,53,0.4,9,7,2,10,4,0,67.0,68.0,35.0,40.0
Pannie Kianzad,Macy Chiasson,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/d99b2abf50e9a03e,135.0,66,Orthodox,4.88,49,4.09,51,0.41,33,65,0.1,135.0,72,Orthodox,3.77,46,2.79,44,2.37,38,70,0.4,17,9,0,11,3,0,67.0,71.0,33.0,33.0
Pedro Munhoz,Bryan Caraway,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/aa7d691fc6385acb,135.0,65,Orthodox,5.38,41,6.29,55,0.48,16,82,0.5,135.0,68,Orthodox,2.53,34,3.61,54,2.57,25,80,0.8,20,10,0,21,9,0,66.0,68.0,38.0,40.0
Ricky Glenn,Kevin Aguilar,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/4e6bbc5832e55f64,170.0,70,Southpaw,3.79,42,4.3,51,0.72,13,69,0.4,155.0,73,Orthodox,3.96,40,4.81,52,0.16,16,78,0.0,22,9,2,17,5,0,72.0,67.0,35.0,36.0
Nad Narimani,Anderson Dos Santos,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/c7bc8750e9503805,145.0,70,Orthodox,3.33,42,3.0,58,1.92,41,70,0.0,135.0,70,Orthodox,2.7,25,5.37,49,0.98,14,66,0.7,12,4,0,21,9,0,68.0,65.0,37.0,39.0
Juan Espino,Justin Frazier,The Ultimate Fighter: Heavy Hitters Finale,fighter1,http://ufcstats.com/fight-details/cc73c73e6e3412d4,255.0,80,Orthodox,2.38,70,1.95,40,8.93,78,50,2.4,265.0,75,Southpaw,1.11,66,6.11,4,0.0,0,0,0.0,11,2,0,10,3,0,75.0,72.0,44.0,35.0
Alexandre Pantoja,Yuta Sasaki,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/961f434fe238f40e,125.0,67,Orthodox,4.41,50,3.92,50,2.74,47,68,0.9,125.0,71,Southpaw,2.16,41,2.5,50,3.03,43,41,1.2,29,5,0,21,6,2,65.0,70.0,34.0,35.0
Humberto Bandenay,Austin Arnett,UFC Fight Night: Magny vs. Ponzinibbio,fighter2,http://ufcstats.com/fight-details/85f85003fadf7a7b,145.0,71,Southpaw,2.22,41,4.79,41,2.9,46,62,0.5,145.0,72,Orthodox,4.52,41,6.38,62,0.44,18,57,0.2,14,7,0,16,6,0,71.0,72.0,30.0,33.0
Laureano Staropoli,Hector Aldana,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/629c0eb319e01374,185.0,71,Orthodox,3.31,34,3.73,54,0.83,26,48,0.0,170.0,72,Orthodox,3.59,38,5.08,59,0.93,100,0,0.0,9,5,0,4,3,0,73.0,71.0,32.0,36.0
Rafael Dos Anjos,Kamaru Usman,The Ultimate Fighter: Heavy Hitters Finale,fighter2,http://ufcstats.com/fight-details/0d077813b6164fe1,170.0,70,Southpaw,3.48,47,3.23,60,1.95,35,54,0.6,170.0,76,Switch,4.36,52,2.74,54,2.82,45,89,0.1,32,17,0,20,4,0,68.0,72.0,40.0,37.0
Michel Prazeres,Bartosz Fabinski,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/410aca28fda60f76,170.0,67,Orthodox,2.38,47,2.51,57,3.94,36,47,0.6,170.0,75,Orthodox,2.23,68,1.46,51,7.1,70,80,0.0,26,4,0,15,5,0,66.0,72.0,43.0,38.0
Khalil Rountree Jr.,Johnny Walker,UFC Fight Night: Magny vs. Ponzinibbio,fighter2,http://ufcstats.com/fight-details/51ce499611a5df68,205.0,76,Southpaw,3.73,38,4.51,48,0.0,0,58,0.1,205.0,82,Orthodox,3.87,53,3.12,44,0.45,100,57,0.9,14,6,0,21,9,0,73.0,78.0,35.0,32.0
Guido Cannetti,Marlon Vera,UFC Fight Night: Magny vs. Ponzinibbio,fighter2,http://ufcstats.com/fight-details/b9a3b520e68f8142,135.0,68,Southpaw,3.44,55,2.84,51,2.27,55,64,0.4,135.0,70,Switch,4.27,49,5.37,50,0.51,39,72,0.8,10,8,0,23,10,1,66.0,68.0,45.0,32.0
Cynthia Calvillo,Poliana Botelho,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/99bfad1679112591,115.0,64,Orthodox,4.41,38,4.12,64,1.8,44,77,0.8,125.0,67,Orthodox,2.9,58,2.8,54,0.85,57,76,0.0,9,6,1,8,5,0,64.0,68.0,37.0,36.0
Neil Magny,Santiago Ponzinibbio,UFC Fight Night: Magny vs. Ponzinibbio,fighter2,http://ufcstats.com/fight-details/7e695ad026b2ec66,170.0,80,Orthodox,3.43,46,2.48,51,2.12,38,53,0.2,170.0,73,Orthodox,4.8,41,4.61,61,0.56,32,71,0.0,29,14,0,31,8,0,75.0,72.0,37.0,38.0
Cezar Ferreira,Ian Heinisch,UFC Fight Night: Magny vs. Ponzinibbio,fighter2,http://ufcstats.com/fight-details/3bde8910fabf0dd3,185.0,78,Southpaw,1.9,42,2.44,53,2.69,53,84,0.5,185.0,72,Orthodox,3.25,50,2.98,59,1.02,17,59,0.7,13,8,0,14,5,0,73.0,71.0,40.0,36.0
Ricardo Lamas,Darren Elkins,UFC Fight Night: Magny vs. Ponzinibbio,fighter1,http://ufcstats.com/fight-details/f9ab603b763998f7,145.0,71,Orthodox,3.13,47,2.87,57,1.84,33,46,0.9,145.0,71,Orthodox,3.4,38,3.22,51,2.86,34,56,1.1,20,8,0,29,11,0,68.0,70.0,42.0,40.0
Yan Xiaonan,Syuri Kondo,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/e8093d77f566fe51,115.0,63,Orthodox,4.99,45,3.44,60,0.92,73,63,0.0,115.0,66,Orthodox,5.4,44,7.22,58,0.0,0,83,0.3,19,4,0,6,3,0,65.0,64.0,35.0,36.0
Kevin Holland,John Phillips,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/02731f017c838ad4,170.0,81,Orthodox,4.22,49,3.22,50,0.82,38,53,0.6,185.0,75,Southpaw,1.72,34,4.03,49,0.0,0,7,0.0,26,13,0,22,11,0,75.0,71.0,32.0,39.0
Song Kenan,Alex Morono,UFC Fight Night: Blaydes vs. Ngannou 2,fighter2,http://ufcstats.com/fight-details/9e1853861f58191f,170.0,71,Orthodox,4.49,46,5.82,51,0.42,30,73,0.0,170.0,72,Orthodox,4.96,40,4.56,57,0.34,25,47,0.3,22,9,0,24,11,0,72.0,71.0,35.0,34.0
Pingyuan Liu,Martin Day,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/43af7c5772e8198f,135.0,72,Orthodox,2.36,33,2.99,54,0.25,20,56,1.0,145.0,73,Orthodox,3.97,45,3.79,53,0.72,60,65,0.5,13,7,0,8,6,0,66.0,70.0,32.0,36.0
Zhang Weili,Jessica Aguilar,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/a932059e61f4c25e,115.0,63,Switch,5.15,53,2.77,54,2.24,45,74,0.5,115.0,63,Orthodox,4.93,50,7.19,53,0.94,25,50,0.2,26,3,0,20,8,0,64.0,63.0,35.0,42.0
Li Jingliang,David Zawada,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/21992c366d3b4602,170.0,71,Orthodox,4.46,42,3.95,56,1.19,41,60,0.0,170.0,75,Orthodox,3.84,41,4.54,55,0.97,33,57,1.7,19,9,0,17,7,0,72.0,72.0,37.0,34.0
Alistair Overeem,Sergei Pavlovich,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2,265.0,80,Orthodox,3.67,64,2.44,57,1.42,55,73,0.8,257.0,84,Southpaw,4.54,43,3.81,54,0.63,40,75,0.0,47,19,0,19,3,0,76.0,75.0,44.0,32.0
Hu Yaozong,Rashad Coulter,UFC Fight Night: Blaydes vs. Ngannou 2,fighter2,http://ufcstats.com/fight-details/438fbdd4cf27e324,185.0,72,Orthodox,3.35,48,5.09,35,0.0,0,33,0.4,205.0,76,Orthodox,4.82,56,6.68,50,0.0,0,62,0.0,3,3,0,9,4,0,75.0,71.0,29.0,43.0
Wu Yanan,Lauren Mueller,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/d1a93a55c8063ff3,135.0,66,Orthodox,4.23,41,4.95,49,0.62,30,63,0.2,125.0,67,Orthodox,4.08,41,3.77,58,0.7,50,71,0.0,13,6,0,5,3,0,68.0,65.0,28.0,33.0
Song Yadong,Vince Morales,UFC Fight Night: Blaydes vs. Ngannou 2,fighter1,http://ufcstats.com/fight-details/d755a29a49c9ee09,135.0,67,Orthodox,4.58,43,4.0,55,0.61,38,73,0.1,135.0,70,Orthodox,3.84,37,4.29,53,0.54,35,60,0.3,22,7,1,16,9,0,68.0,67.0,27.0,34.0
Curtis Blaydes,Francis Ngannou,UFC Fight Night: Blaydes vs. Ngannou 2,fighter2,http://ufcstats.com/fight-details/12e12307414dafc6,265.0,80,Orthodox,3.54,50,1.91,58,5.69,53,31,0.0,250.0,83,Orthodox,2.33,41,2.16,41,0.76,62,71,0.3,18,5,0,17,3,0,76.0,76.0,34.0,38.0
Calvin Kattar,Chris Fishgold,UFC Fight Night: Oezdemir vs. Smith,fighter1,http://ufcstats.com/fight-details/bd0622b184ab4f28,145.0,72,Orthodox,4.6,38,6.62,53,0.36,29,77,0.1,145.0,68,Orthodox,2.01,32,2.7,46,2.59,46,44,1.3,23,9,0,18,4,1,71.0,68.0,37.0,32.0
Thibault Gouti,Nasrat Haqparast,UFC Fight Night: Oezdemir vs. Smith,fighter2,http://ufcstats.com/fight-details/3d7ea6012fd8f786,155.0,72,Orthodox,3.68,34,5.64,50,1.23,80,83,0.3,155.0,72,Southpaw,6.15,44,5.65,62,0.28,20,84,0.0,12,5,0,17,5,0,70.0,70.0,38.0,29.0
Alex Garcia,Court McGee,UFC Fight Night: Oezdemir vs. Smith,fighter2,http://ufcstats.com/fight-details/8a08b8043f83d245,170.0,72,Orthodox,1.81,31,3.03,59,3.72,52,66,0.1,170.0,75,Orthodox,4.6,37,3.59,61,1.87,25,69,0.5,15,6,0,23,13,0,69.0,71.0,37.0,40.0
Andre Soukhamthath,Jonathan Martinez,UFC Fight Night: Oezdemir vs. Smith,fighter1,http://ufcstats.com/fight-details/e1eeb61d0669ce45,135.0,70,Orthodox,2.77,44,4.31,49,1.25,53,58,0.2,135.0,70,Southpaw,4.44,49,4.09,56,0.38,35,68,0.1,13,8,0,19,6,0,69.0,68.0,36.0,30.0
Nordine Taleb,Sean Strickland,UFC Fight Night: Oezdemir vs. Smith,fighter2,http://ufcstats.com/fight-details/6fd7f6f1deaef4e8,170.0,74,Orthodox,3.66,51,2.62,66,1.94,76,73,0.0,185.0,76,Orthodox,5.95,42,4.57,60,0.73,64,76,0.2,15,7,0,29,7,0,73.0,73.0,43.0,34.0
Gian Villante,Ed Herman,UFC Fight Night: Oezdemir vs. Smith,fighter1,http://ufcstats.com/fight-details/53d6e37063f9c404,230.0,76,Orthodox,4.38,44,5.47,55,0.45,23,83,0.0,205.0,77,Orthodox,3.31,48,3.71,42,1.96,47,59,1.0,17,14,0,27,16,0,75.0,73.0,39.0,44.0
Michael Johnson,Artem Lobov,UFC Fight Night: Oezdemir vs. Smith,fighter1,http://ufcstats.com/fight-details/e202f273220aa533,155.0,73,Southpaw,4.23,39,3.8,58,0.61,40,81,0.0,145.0,65,Southpaw,3.52,41,4.82,50,0.39,25,52,0.0,24,19,0,13,15,1,70.0,69.0,38.0,38.0
Misha Cirkunov,Patrick Cummins,UFC Fight Night: Oezdemir vs. Smith,fighter1,http://ufcstats.com/fight-details/a9a770bac1261af9,205.0,77,Orthodox,3.86,51,3.06,57,4.15,39,76,1.7,205.0,76,Orthodox,4.26,50,3.35,55,4.49,41,28,0.1,15,9,0,10,7,0,75.0,74.0,38.0,44.0
Shane Burgos,Kurt Holobaugh,UFC 230: Cormier vs. Lewis,fighter1,http://ufcstats.com/fight-details/3729ff914eaede07,145.0,75,Orthodox,7.4,52,6.78,56,0.43,44,91,0.4,155.0,70,Orthodox,4.63,45,4.35,47,0.76,33,42,0.8,15,3,0,22,8,0,71.0,71.0,34.0,38.0
Volkan Oezdemir,Anthony Smith,UFC Fight Night: Oezdemir vs. Smith,fighter2,http://ufcstats.com/fight-details/96b59d89ecac66d0,205.0,75,Orthodox,4.95,48,4.22,55,0.5,29,80,0.1,205.0,76,Orthodox,3.2,49,4.88,45,0.44,23,50,0.6,20,8,0,38,21,0,74.0,76.0,35.0,36.0
Lyman Good,Ben Saunders,UFC 230: Cormier vs. Lewis,fighter1,http://ufcstats.com/fight-details/b8b2cdf962cc65a0,170.0,74,Orthodox,5.34,48,4.01,63,0.27,100,75,0.0,170.0,77,Orthodox,3.23,50,3.58,51,0.2,40,66,1.3,21,6,0,22,13,2,72.0,74.0,39.0,41.0
Sijara Eubanks,Roxanne Modafferi,UFC 230: Cormier vs. Lewis,fighter1,http://ufcstats.com/fight-details/752f19e9c201ea57,125.0,67,Orthodox,4.3,43,3.43,57,1.9,44,66,0.3,125.0,69,Orthodox,3.35,30,5.7,51,1.35,23,30,0.1,8,7,0,25,21,0,64.0,67.0,39.0,42.0
Julio Arce,Sheymon Moraes,UFC 230: Cormier vs. Lewis,fighter2,http://ufcstats.com/fight-details/41be95916aef568f,145.0,70,Southpaw,4.36,36,3.05,68,0.46,28,96,0.3,145.0,72,Orthodox,3.0,42,3.64,63,0.0,0,53,0.0,19,6,0,11,4,0,67.0,68.0,35.0,34.0
Derek Brunson,Israel Adesanya,UFC 230: Cormier vs. Lewis,fighter2,http://ufcstats.com/fight-details/e4e1d12441b90866,185.0,77,Southpaw,3.51,47,3.05,51,3.14,33,85,0.6,185.0,80,Switch,4.02,48,3.2,55,0.05,11,76,0.1,23,9,0,24,5,0,73.0,76.0,41.0,35.0
Jason Knight,Jordan Rinaldi,UFC 230: Cormier vs. Lewis,fighter2,http://ufcstats.com/fight-details/78bb2b441917848c,145.0,71,Orthodox,2.95,33,3.02,51,1.31,31,47,1.7,145.0,72,Orthodox,1.56,35,2.32,59,1.45,35,20,1.2,20,5,0,14,7,0,70.0,70.0,32.0,37.0
Karl Roberson,Jack Marshman,UFC 230: Cormier vs. Lewis,fighter1,http://ufcstats.com/fight-details/7aede55e4e47c698,205.0,74,Southpaw,2.57,51,2.42,57,0.72,40,40,0.5,185.0,73,Orthodox,2.74,25,4.19,56,0.0,0,20,0.0,9,6,0,23,10,0,73.0,72.0,34.0,35.0
Chris Weidman,Jacare Souza,UFC 230: Cormier vs. Lewis,fighter2,http://ufcstats.com/fight-details/c037cdc1de53de8e,185.0,78,Orthodox,3.11,45,3.37,51,3.27,42,72,0.8,185.0,72,Orthodox,2.53,47,2.83,62,2.57,39,57,1.3,16,8,0,26,10,0,74.0,73.0,40.0,45.0
Daniel Cormier,Derrick Lewis,UFC 230: Cormier vs. Lewis,fighter1,http://ufcstats.com/fight-details/e9700d51ec2b940b,235.0,72,Orthodox,4.25,52,2.92,54,1.83,44,80,0.4,260.0,79,Orthodox,2.48,50,2.48,40,0.57,26,52,0.0,22,3,0,28,12,0,71.0,75.0,46.0,40.0
David Branch,Jared Cannonier,UFC 230: Cormier vs. Lewis,fighter2,http://ufcstats.com/fight-details/b4ec3e067604f90a,185.0,78,Orthodox,1.66,39,1.91,56,2.55,32,43,0.0,185.0,77,Switch,4.6,50,4.49,56,0.46,44,64,0.0,22,6,0,18,8,0,73.0,71.0,43.0,41.0
Gray Maynard,Nik Lentz,UFC 229: Khabib vs. McGregor,fighter2,http://ufcstats.com/fight-details/9bc042a700d9a531,155.0,70,Orthodox,1.92,32,2.64,66,2.91,47,81,0.7,145.0,68,Orthodox,3.44,47,3.25,50,3.3,32,43,1.2,13,7,1,30,12,2,69.0,68.0,45.0,40.0
Lina Lansberg,Yana Santos,UFC 229: Khabib vs. McGregor,fighter2,http://ufcstats.com/fight-details/21be9181725ab599,135.0,65,Orthodox,2.69,55,3.87,44,0.52,27,47,0.1,135.0,68,Orthodox,4.42,58,3.12,50,0.97,53,42,0.1,10,8,0,15,8,0,67.0,66.0,43.0,35.0
Vicente Luque,Jalin Turner,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/48ea8a30f7b88cfc,170.0,75,Orthodox,5.05,51,5.22,52,0.99,53,62,0.7,155.0,77,Southpaw,5.6,48,4.57,41,0.79,55,74,1.1,23,10,1,14,8,0,71.0,75.0,33.0,29.0
Aspen Ladd,Tonya Evinger,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/e2e524bb5392a3ea,135.0,66,Orthodox,3.78,47,4.65,47,1.56,47,62,0.6,135.0,70,Orthodox,1.16,42,4.02,38,0.93,30,33,0.9,9,3,0,19,8,0,66.0,67.0,30.0,43.0
Scott Holtzman,Alan Patrick,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/c835ccffa472970e,155.0,69,Orthodox,4.32,47,3.66,55,1.88,56,67,0.2,155.0,74,Southpaw,1.82,40,2.95,43,3.01,33,43,0.3,14,6,0,15,4,0,69.0,71.0,41.0,41.0
Tony Ferguson,Anthony Pettis,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/8f6dda53ea3b09c7,170.0,76,Orthodox,4.91,45,4.37,55,0.39,35,66,0.9,155.0,72,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,26,11,0,24,10,0,71.0,70.0,41.0,38.0
Michelle Waterson-Gomez,Felice Herrig,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/adee1fc200ed1a12,115.0,62,Orthodox,3.42,46,4.25,48,1.39,33,69,0.6,115.0,65,Orthodox,3.84,37,5.19,48,1.08,28,75,0.8,18,13,0,14,10,0,63.0,64.0,39.0,40.0
Sergio Pettis,Jussier Formiga,UFC 229: Khabib vs. McGregor,fighter2,http://ufcstats.com/fight-details/8f5482992dad74d2,125.0,69,Orthodox,3.88,37,2.91,65,0.85,40,67,0.4,125.0,67,Orthodox,1.42,39,2.34,64,1.82,35,87,0.6,18,5,0,23,8,0,66.0,65.0,31.0,39.0
Derrick Lewis,Alexander Volkov,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/397ace87deeb8697,260.0,79,Orthodox,2.48,50,2.48,40,0.57,26,52,0.0,250.0,80,Orthodox,4.97,57,2.99,54,0.61,66,72,0.2,28,12,0,38,11,0,75.0,79.0,40.0,36.0
Ovince Saint Preux,Dominick Reyes,UFC 229: Khabib vs. McGregor,fighter2,http://ufcstats.com/fight-details/3c5442bb62ca1505,205.0,80,Southpaw,3.03,47,3.33,47,1.09,36,67,0.5,205.0,77,Southpaw,5.64,54,3.59,49,0.31,28,82,0.3,27,18,0,14,4,0,75.0,76.0,41.0,35.0
Livinha Souza,Alex Chambers,UFC Fight Night: Marreta vs. Anders,fighter1,http://ufcstats.com/fight-details/37ff18106c6e38fc,115.0,63,Orthodox,1.75,45,3.6,56,2.54,45,40,1.4,115.0,63,Southpaw,2.97,54,5.1,50,2.31,41,53,1.0,14,4,0,5,5,0,63.0,63.0,34.0,46.0
Khabib Nurmagomedov,Conor McGregor,UFC 229: Khabib vs. McGregor,fighter1,http://ufcstats.com/fight-details/3eea92e7f26fb05b,155.0,70,Orthodox,4.1,48,1.75,65,5.32,48,84,0.8,155.0,74,Southpaw,5.32,49,4.66,54,0.67,55,66,0.1,29,0,0,22,6,0,70.0,69.0,36.0,36.0
Elizeu Zaleski dos Santos,Luigi Vendramini,UFC Fight Night: Marreta vs. Anders,fighter1,http://ufcstats.com/fight-details/1c6d3ef6beb9966e,170.0,73,Orthodox,4.33,41,3.41,56,0.7,20,68,0.5,155.0,73,Orthodox,2.82,40,3.82,57,1.11,15,100,0.6,25,8,1,9,3,0,71.0,68.0,38.0,29.0
Sergio Moraes,Ben Saunders,UFC Fight Night: Marreta vs. Anders,fighter1,http://ufcstats.com/fight-details/b509c337d181c567,170.0,72,Orthodox,2.42,42,3.73,59,1.2,38,75,0.4,170.0,77,Orthodox,3.23,50,3.58,51,0.2,40,66,1.3,14,6,1,22,13,2,72.0,74.0,42.0,41.0
Augusto Sakai,Chase Sherman,UFC Fight Night: Marreta vs. Anders,fighter1,http://ufcstats.com/fight-details/d7c7b312279104d2,265.0,77,Orthodox,4.6,49,3.83,48,0.23,40,56,0.0,250.0,78,Orthodox,6.04,45,6.65,52,0.09,50,74,0.0,16,5,1,16,12,0,75.0,76.0,33.0,35.0
Mayra Bueno Silva,Gillian Robertson,UFC Fight Night: Marreta vs. Anders,fighter1,http://ufcstats.com/fight-details/0c618cd41b88c558,125.0,66,Orthodox,3.83,58,4.85,51,0.57,29,63,1.5,115.0,63,Orthodox,2.89,48,2.95,56,2.68,39,41,1.0,10,5,1,15,8,0,66.0,65.0,33.0,29.0
