fighter1,fighter2,event,fight_outcome,origin_fight_url,fighter1_Name,fighter1_Nickname,fighter1_Record,fighter1_Height,fighter1_Weight,fighter1_Reach,fighter1_Stance,fighter1_DOB,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Name,fighter2_Nickname,fighter2_Record,fighter2_Height,fighter2_Weight,fighter2_Reach,fighter2_Stance,fighter2_DOB,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg
Geoff Neal,Mike Perry,UFC 245: Usman vs. Covington,fighter1,http://ufcstats.com/fight-details/ad5ef8d8678ff97f,Geoff Neal,Handz of Steel,Record: 16-6-0,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.05,51%,5.44,57%,0.56,50%,87%,0.1,Mike Perry,Platinum,Record: 14-8-0,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",4.32,47%,5.16,52%,0.81,40%,78%,0.2
Conor McGregor,Donald Cerrone,UFC 246: McGregor vs. Cowboy,fighter1,http://ufcstats.com/fight-details/eed6c9aff2234b7a,Conor McGregor,The Notorious,Record: 22-6-0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",5.32,49%,4.66,54%,0.67,55%,66%,0.1,Donald Cerrone,Cowboy,Record: 36-17-0 (2 NC),"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.41,46%,4.48,53%,1.16,33%,73%,1.2
Ketlen Vieira,Irene Aldana,UFC 245: Usman vs. Covington,fighter2,http://ufcstats.com/fight-details/c4eaeec8ac778b27,Ketlen Vieira,Fenomeno,Record: 14-4-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.92,41%,3.90,51%,1.39,44%,88%,0.6,Irene Aldana,,Record: 15-8-0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",5.19,39%,6.64,56%,0.15,50%,77%,0.2
Petr Yan,Urijah Faber,UFC 245: Usman vs. Covington,fighter1,http://ufcstats.com/fight-details/a0c82ba11a373008,Petr Yan,No Mercy,Record: 18-5-0,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",5.11,54%,4.13,58%,1.61,49%,84%,0.1,Urijah Faber,The California Kid,Record: 35-11-0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8
Marlon Moraes,Jose Aldo,UFC 245: Usman vs. Covington,fighter1,http://ufcstats.com/fight-details/b5ec939fd1edf048,Marlon Moraes,Magic,Record: 23-10-1,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3,Jose Aldo,,Record: 32-9-0,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",3.62,46%,3.72,60%,0.49,53%,92%,0.1
Max Holloway,Alexander Volkanovski,UFC 245: Usman vs. Covington,fighter2,http://ufcstats.com/fight-details/efc40ec41114d8fa,Max Holloway,Blessed,Record: 26-8-0,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",7.16,47%,4.76,59%,0.25,53%,83%,0.3,Alexander Volkanovski,The Great,Record: 26-4-0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.16,56%,3.44,58%,1.78,37%,70%,0.2
Amanda Nunes,Germaine de Randamie,UFC 245: Usman vs. Covington,fighter1,http://ufcstats.com/fight-details/36fcfd186a8d6df7,Amanda Nunes,The Lioness,Record: 23-5-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",4.55,51%,2.62,57%,2.73,54%,82%,0.7,Germaine de Randamie,The Iron Lady,Record: 10-5-0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2.57,46%,2.00,65%,0.00,0%,65%,0.4
Kamaru Usman,Colby Covington,UFC 245: Usman vs. Covington,fighter1,http://ufcstats.com/fight-details/82177c0f91d9618a,Kamaru Usman,The Nigerian Nightmare,Record: 20-4-0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.36,52%,2.74,54%,2.82,45%,89%,0.1,Colby Covington,Chaos,Record: 17-5-0,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",3.81,38%,3.09,54%,3.64,42%,68%,0.2
Thiago Alves,Tim Means,UFC Fight Night: Overeem vs. Rozenstruik,fighter2,http://ufcstats.com/fight-details/57d04160f5438654,Thiago Alves,Pitbull,Record: 23-15-0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3,Tim Means,The Dirty Bird,Record: 33-17-1 (1 NC),"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",5.04,49%,3.65,60%,1.14,40%,64%,0.2
Virna Jandiroba,Mallory Martin,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/652a956adab8ad0e,Virna Jandiroba,Carcara,Record: 21-3-0,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.12,38%,2.73,57%,2.29,34%,73%,1.7,Mallory Martin,,Record: 7-5-0,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",4.42,48%,6.64,55%,2.28,43%,25%,0.3
Bryce Mitchell,Matt Sayles,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/fa3f04be9344804b,Bryce Mitchell,Thug Nasty,Record: 17-3-0,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994",2.31,59%,1.53,60%,3.39,43%,33%,1.4,Matt Sayles,,Record: 8-4-0,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7
Joe Solecki,Matt Wiman,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/a3f89ad71e1caa81,Joe Solecki,,Record: 13-6-0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",1.97,53%,1.85,50%,2.06,48%,14%,1.4,Matt Wiman,,Record: 16-10-0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5
Billy Quarantillo,Jacob Kilburn,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/d9501c6985c1b38d,Billy Quarantillo,,Record: 18-7-0,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",7.44,54%,5.83,42%,1.47,24%,61%,1.0,Jacob Kilburn,The Killer,Record: 8-4-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5
Rob Font,Ricky Simon,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/b9ff9ebe19ae6358,Rob Font,,Record: 22-8-0,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",5.49,46%,3.67,57%,0.79,34%,42%,0.4,Ricky Simon,,Record: 21-6-0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2.98,43%,3.87,61%,5.17,44%,75%,0.3
Cody Stamann,Song Yadong,UFC Fight Night: Overeem vs. Rozenstruik,,http://ufcstats.com/fight-details/b87863a2de433824,Cody Stamann,The Spartan,Record: 21-8-1,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",4.32,46%,3.91,60%,2.17,37%,76%,0.0,Song Yadong,Kung Fu Kid,Record: 22-7-1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.58,43%,4.00,55%,0.61,38%,73%,0.1
Marina Rodriguez,Cynthia Calvillo,UFC Fight Night: Overeem vs. Rozenstruik,,http://ufcstats.com/fight-details/3b8cac9910af1c61,Marina Rodriguez,,Record: 17-5-2,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",4.64,46%,3.04,55%,0.28,50%,62%,0.2,Cynthia Calvillo,,Record: 9-6-1,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",4.41,38%,4.12,64%,1.80,44%,77%,0.8
Stefan Struve,Ben Rothwell,UFC Fight Night: Overeem vs. Rozenstruik,fighter2,http://ufcstats.com/fight-details/bbc8e8a69e9bd106,Stefan Struve,Skyscraper,Record: 33-13-0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,Ben Rothwell,,Record: 39-14-0,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.71,42%,4.63,47%,0.68,34%,70%,0.4
Alistair Overeem,Jairzinho Rozenstruik,UFC Fight Night: Overeem vs. Rozenstruik,fighter2,http://ufcstats.com/fight-details/e91f289f1b9f9519,Alistair Overeem,The Demolition Man,Record: 47-19-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8,Jairzinho Rozenstruik,Bigi Boy,Record: 15-6-0,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.48,48%,2.63,52%,0.00,0%,72%,0.0
Aspen Ladd,Yana Santos,UFC Fight Night: Overeem vs. Rozenstruik,fighter1,http://ufcstats.com/fight-details/b5365d22172e414b,Aspen Ladd,,Record: 9-3-0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6,Yana Santos,,Record: 15-8-0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",4.42,58%,3.12,50%,0.97,53%,42%,0.1
Evan Dunham,Herbert Burns,UFC 250: Nunes vs. Spencer,fighter2,http://ufcstats.com/fight-details/20ba608a6e717f05,Evan Dunham,,Record: 18-9-1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0,Herbert Burns,The Blaze,Record: 11-6-0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.86,36%,5.17,41%,2.94,34%,66%,1.8
Jordan Griffin,Youssef Zalal,UFC Fight Night: Poirier vs. Hooker,fighter2,http://ufcstats.com/fight-details/0f369d09416b9e34,Jordan Griffin,Native Psycho,Record: 18-9-0,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.52,46%,3.02,50%,1.45,35%,42%,1.9,Youssef Zalal,The Moroccan Devil,Record: 17-5-1,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",3.07,50%,1.80,66%,2.09,30%,59%,1.3
Roxanne Modafferi,Lauren Murphy,UFC Fight Night: Blaydes vs. Volkov,fighter2,http://ufcstats.com/fight-details/088b47d890b389e9,Roxanne Modafferi,The Happy Warrior,Record: 25-21-0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,30%,5.70,51%,1.35,23%,30%,0.1,Lauren Murphy,Lucky,Record: 16-6-0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",4.05,39%,5.25,55%,1.03,25%,69%,0.1
Anthony Ivy,Christian Aguilera,UFC Fight Night: Eye vs. Calvillo,fighter2,http://ufcstats.com/fight-details/58e72b1a38880ba9,Anthony Ivy,Aquaman,Record: 8-4-0,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",2.50,42%,4.57,51%,4.69,20%,100%,0.0,Christian Aguilera,The Beast,Record: 14-8-0,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",2.54,37%,4.04,48%,0.00,0%,60%,0.0
Kay Hansen,Jinh Yu Frey,UFC Fight Night: Poirier vs. Hooker,fighter1,http://ufcstats.com/fight-details/1b8d366ac0f110f3,Kay Hansen,,Record: 7-6-0,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.01,50%,3.19,51%,1.83,22%,37%,0.8,Jinh Yu Frey,,Record: 11-10-0,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",2.97,43%,4.23,52%,1.02,36%,90%,0.3
Austin Hubbard,Max Rohskopf,UFC Fight Night: Blaydes vs. Volkov,fighter1,http://ufcstats.com/fight-details/d333a6c34ff16397,Austin Hubbard,Thud,Record: 17-8-0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",4.12,43%,3.92,57%,1.54,34%,67%,0.0,Max Rohskopf,Rated R,Record: 5-1-0,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994",1.70,31%,5.80,42%,3.00,33%,0%,1.5
Karol Rosa,Vanessa Melo,UFC 251: Usman vs. Masvidal,fighter1,http://ufcstats.com/fight-details/08e48648e3504638,Karol Rosa,,Record: 18-7-0,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",6.22,55%,4.84,49%,1.09,46%,70%,0.0,Vanessa Melo,,Record: 11-8-0,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.00,0%,71%,0.0
Martin Day,Davey Grant,UFC 251: Usman vs. Masvidal,fighter2,http://ufcstats.com/fight-details/5d6fb4acfe5cc8a1,Martin Day,The Spartan,Record: 8-6-0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,Davey Grant,Dangerous,Record: 16-7-0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",5.25,44%,3.89,55%,1.14,40%,61%,0.2
Frank Camacho,Justin Jaynes,UFC Fight Night: Blaydes vs. Volkov,fighter2,http://ufcstats.com/fight-details/7f0175f71481b63d,Frank Camacho,The Crank,Record: 22-10-0,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989",6.56,46%,7.44,51%,1.11,31%,73%,0.0,Justin Jaynes,The Guitar Hero,Record: 16-8-0,"5' 7""",145 lbs.,"68""",Orthodox,"Aug 10, 1989",3.34,44%,5.33,62%,0.75,40%,20%,1.1
Carlos Felipe,Serghei Spivac,UFC Fight Night: Figueiredo vs. Benavidez 2,fighter2,http://ufcstats.com/fight-details/147e31abbe3927d0,Carlos Felipe,Boi,Record: 11-2-0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0,Serghei Spivac,Polar Bear,Record: 17-5-0,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.49,49%,3.77,48%,4.56,65%,63%,0.6
Nathaniel Wood,John Castaneda,UFC Fight Night: Whittaker vs. Till,fighter1,http://ufcstats.com/fight-details/67db05bac9165722,Nathaniel Wood,The Prospect,Record: 20-6-0,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",5.75,51%,4.00,56%,1.56,48%,72%,0.5,John Castaneda,Sexi Mexi,Record: 21-7-0,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",4.67,50%,5.22,54%,1.79,35%,71%,0.1
Ramazan Emeev,Niklas Stolze,UFC Fight Night: Whittaker vs. Till,fighter1,http://ufcstats.com/fight-details/87daaa6db4f6940c,Ramazan Emeev,Gorets,Record: 20-6-0,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",2.53,45%,2.14,65%,2.37,29%,66%,0.7,Niklas Stolze,Green Mask,Record: 12-6-0,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992",2.12,48%,2.25,49%,0.66,100%,55%,0.7
Polyana Viana,Emily Whitmire,UFC Fight Night: Smith vs. Rakic,fighter1,http://ufcstats.com/fight-details/16358c536d739017,Polyana Viana,Dama de Ferro,Record: 13-7-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",2.99,40%,2.65,53%,0.82,33%,38%,1.9,Emily Whitmire,Spitfire,Record: 4-5-0,"5' 5""",125 lbs.,"63""",Orthodox,"May 24, 1991",2.50,31%,2.98,54%,1.90,66%,70%,0.5
Irwin Rivera,Ali AlQaisi,UFC Fight Night: Lewis vs. Oleinik,fighter1,http://ufcstats.com/fight-details/5c8d9d893d163d51,Irwin Rivera,The Beast,Record: 10-6-0,"5' 6""",135 lbs.,"67""",Southpaw,"Feb 14, 1989",3.36,44%,5.07,57%,1.00,16%,70%,0.0,Ali AlQaisi,The Royal Fighter,Record: 8-5-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990",2.43,42%,1.97,56%,3.50,29%,60%,1.0
Mallory Martin,Hannah Cifers,UFC Fight Night: Smith vs. Rakic,fighter1,http://ufcstats.com/fight-details/e1e31a8dfa9c27f6,Mallory Martin,,Record: 7-5-0,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",4.42,48%,6.64,55%,2.28,43%,25%,0.3,Hannah Cifers,Shockwave,Record: 10-7-0,"5' 1""",115 lbs.,"62""",Orthodox,"Jun 26, 1992",4.99,44%,5.39,52%,0.26,100%,64%,0.3
Alex Caceres,Austin Springer,UFC Fight Night: Smith vs. Rakic,fighter1,http://ufcstats.com/fight-details/d43c007dab9c51b0,Alex Caceres,Bruce Leeroy,Record: 21-15-0 (1 NC),"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",4.21,49%,3.09,62%,0.54,68%,64%,0.7,Austin Springer,,Record: 12-4-0,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
Journey Newson,Randy Costa,UFC Fight Night: Covington vs. Woodley,fighter2,http://ufcstats.com/fight-details/42ecb9a94bebc24d,Journey Newson,,Record: 10-5-0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.64,32%,2.57,64%,0.56,16%,43%,0.3,Randy Costa,The Zohan,Record: 6-4-0,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",6.53,46%,7.58,58%,0.00,0%,50%,0.0
Andre Ewell,Irwin Rivera,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/3a38b0b566f3045d,Andre Ewell,Mr. Highlight,Record: 17-9-0,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",4.28,40%,4.87,51%,0.36,75%,72%,0.1,Irwin Rivera,The Beast,Record: 10-6-0,"5' 6""",135 lbs.,"67""",Southpaw,"Feb 14, 1989",3.36,44%,5.07,57%,1.00,16%,70%,0.0
Mayra Bueno Silva,Mara Romero Borella,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/4f3cd94861c6a876,Mayra Bueno Silva,Sheetara,Record: 10-5-1 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Aug 22, 1991",3.83,58%,4.85,51%,0.57,29%,63%,1.5,Mara Romero Borella,,Record: 12-9-0 (2 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",2.54,37%,2.48,71%,1.83,44%,66%,0.2
Sean Brady,Christian Aguilera,UFC Fight Night: Smith vs. Rakic,fighter1,http://ufcstats.com/fight-details/c5ba56d51f6b0171,Sean Brady,,Record: 17-1-0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.09,55%,3.18,60%,3.49,52%,85%,0.9,Christian Aguilera,The Beast,Record: 14-8-0,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",2.54,37%,4.04,48%,0.00,0%,60%,0.0
Darrick Minner,TJ Laramie,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/36656dfa32341671,Darrick Minner,,Record: 26-14-0,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",2.63,65%,2.28,35%,2.40,72%,66%,2.7,TJ Laramie,,Record: 12-5-0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0
Tyson Nam,Jerome Rivera,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/579f3280456ad450,Tyson Nam,,Record: 21-14-1,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.87,33%,4.97,65%,0.00,0%,87%,0.0,Jerome Rivera,Renegade,Record: 10-6-0,"5' 10""",125 lbs.,"72""",Southpaw,"Apr 22, 1995",3.21,33%,2.60,51%,0.00,0%,40%,0.0
Jordan Espinosa,David Dvorak,UFC Fight Night: Covington vs. Woodley,fighter2,http://ufcstats.com/fight-details/36807d8a7ebc84a5,Jordan Espinosa,The Gamer,Record: 15-9-0 (1 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2,David Dvorak,Undertaker,Record: 20-6-0,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.48,43%,3.29,59%,0.58,30%,70%,0.2
Mackenzie Dern,Randa Markos,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/859ca56770ac7672,Mackenzie Dern,,Record: 15-5-0,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",3.31,40%,3.90,52%,0.89,17%,25%,1.2,Randa Markos,Quiet Storm,Record: 11-12-1,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.97,43%,3.10,58%,1.12,28%,52%,0.2
Mirsad Bektic,Damon Jackson,UFC Fight Night: Covington vs. Woodley,fighter2,http://ufcstats.com/fight-details/aa08ebe1a69c76ca,Mirsad Bektic,,Record: 13-4-0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4,Damon Jackson,The Leech,Record: 23-8-1 (1 NC),"5' 11""",155 lbs.,"71""",Switch,"Aug 08, 1988",2.96,42%,3.47,49%,2.30,32%,37%,1.2
Johnny Walker,Ryan Spann,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/1a484c452623181e,Johnny Walker,,Record: 21-9-0 (1 NC),"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",3.87,53%,3.12,44%,0.45,100%,57%,0.9,Ryan Spann,Superman,Record: 22-10-0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.30,40%,3.90,43%,1.32,35%,50%,1.7
Kevin Holland,Darren Stewart,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/78c3ca588e55bf31,Kevin Holland,Trailblazer,Record: 26-13-0 (1 NC),"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",4.22,49%,3.22,50%,0.82,38%,53%,0.6,Darren Stewart,The Dentist,Record: 12-8-0 (2 NC),"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1
Donald Cerrone,Niko Price,UFC Fight Night: Covington vs. Woodley,,http://ufcstats.com/fight-details/c0568b225d5f0fe6,Donald Cerrone,Cowboy,Record: 36-17-0 (2 NC),"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.41,46%,4.48,53%,1.16,33%,73%,1.2,Niko Price,The Hybrid,Record: 16-8-0 (2 NC),"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",5.21,42%,5.58,48%,1.04,29%,52%,0.7
Jessica-Rose Clark,Sarah Alpar,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/bf614956b28f231c,Jessica-Rose Clark,,Record: 11-9-0 (1 NC),"5' 5""",135 lbs.,"64""",Orthodox,"Nov 28, 1987",3.73,51%,3.51,58%,1.66,42%,62%,0.3,Sarah Alpar,Too Sweet,Record: 9-6-0,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4
Khamzat Chimaev,Gerald Meerschaert,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/498766b46b8b4a7f,Khamzat Chimaev,Borz,Record: 14-0-0,"6' 2""",185 lbs.,"75""",Orthodox,"May 01, 1994",5.36,58%,3.25,41%,4.31,46%,100%,2.8,Gerald Meerschaert,GM3,Record: 37-18-0,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",3.10,45%,3.45,53%,2.01,35%,42%,1.5
Colby Covington,Tyron Woodley,UFC Fight Night: Covington vs. Woodley,fighter1,http://ufcstats.com/fight-details/ca531425f5c042db,Colby Covington,Chaos,Record: 17-5-0,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",3.81,38%,3.09,54%,3.64,42%,68%,0.2,Tyron Woodley,The Chosen One,Record: 19-7-1,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",2.36,48%,2.76,54%,1.06,40%,87%,0.4
Chris Daukaus,Parker Porter,UFC 252: Miocic vs. Cormier 3,fighter1,http://ufcstats.com/fight-details/2e9ad55f2e2f7c56,Chris Daukaus,,Record: 12-7-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",6.05,50%,4.64,55%,0.00,0%,100%,0.0,Parker Porter,,Record: 14-9-0,"6' 0""",265 lbs.,"75""",Orthodox,"Apr 22, 1985",6.55,50%,6.32,51%,1.35,26%,66%,0.5
Felice Herrig,Virna Jandiroba,UFC 252: Miocic vs. Cormier 3,fighter2,http://ufcstats.com/fight-details/5081319e58f9759f,Felice Herrig,Lil Bulldog,Record: 14-10-0,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.84,37%,5.19,48%,1.08,28%,75%,0.8,Virna Jandiroba,Carcara,Record: 21-3-0,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.12,38%,2.73,57%,2.29,34%,73%,1.7
Kai Kamaka,Tony Kelley,UFC 252: Miocic vs. Cormier 3,fighter1,http://ufcstats.com/fight-details/86deadaab9905a03,Kai Kamaka,The Fighting Hawaiian,Record: 8-4-1,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 05, 1995",4.96,57%,5.29,55%,1.93,58%,52%,0.3,Tony Kelley,Primetime,Record: 8-3-0,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",5.55,47%,4.85,45%,0.00,0%,52%,1.4
Ashley Yoder,Livinha Souza,UFC 252: Miocic vs. Cormier 3,fighter2,http://ufcstats.com/fight-details/745bdd823161da89,Ashley Yoder,SpiderMonkey,Record: 8-9-0,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",3.42,39%,4.13,47%,1.09,27%,66%,0.6,Livinha Souza,The Brazilian Gangsta,Record: 14-4-0,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",1.75,45%,3.60,56%,2.54,45%,40%,1.4
Junior Dos Santos,Jairzinho Rozenstruik,UFC 252: Miocic vs. Cormier 3,fighter2,http://ufcstats.com/fight-details/dc24c4759651c6ad,Junior Dos Santos,Cigano,Record: 21-9-0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1,Jairzinho Rozenstruik,Bigi Boy,Record: 15-6-0,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.48,48%,2.63,52%,0.00,0%,72%,0.0
Herbert Burns,Daniel Pineda,UFC 252: Miocic vs. Cormier 3,fighter2,http://ufcstats.com/fight-details/0d9e9127c62811f9,Herbert Burns,The Blaze,Record: 11-6-0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.86,36%,5.17,41%,2.94,34%,66%,1.8,Daniel Pineda,The Pit,Record: 28-17-0 (3 NC),"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",2.85,49%,3.26,45%,1.42,24%,54%,1.5
